Settlement,SocioeconomicCluster,PercentTechStudents,PercentTeachersMasters,PercentHighSchoolTeachersMasters,PercentRegionalAccommodations,PercentInstitutionalAccommodations,PersistenceRate,DropoutRate,PercentShakdQuestionnaires,PercentBagrutEligible,PercentBagrutEligibleRegular,PercentExcellentBagrut,PercentOutstandingBagrutRegular,Percent4UnitsEnglish,Percent4UnitsEnglishRegular,Percent5UnitsEnglish,Percent5UnitsEnglishRegular,Percent4UnitsMath,Percent4UnitsMathRegular,Percent5UnitsMath,Percent5UnitsMathRegular,AvgClassSizeHighSchool,Year,HighSchoolStudentsPerHighClass,TechClassRatio,GiftedClassRatio,StudentsPerResidentRatio,HighSchoolCoverageRatio,HilaStudentRatio,TeacherStudentRatio,StudentPerClass,StudentPerSchool,OutstandingToTotal,DropoutToPersistenceRatio,5UnitsIndex,DropoutRiskScore,SchoolExcellentScore,5UnitsIndexRegular,SchoolExcellentScoreRegular,4UnitsIndex,4UnitsIndexRegular,CrimeRate
ג'וליס,4,0.456928839,0.674796748,0.630434783,0.113636364,0.318181818,0.8627,0.0,0.0,0.932,0.94,0.08,0.083,0.239,0.238,0.466,0.488,0.375,0.393,0.114,0.119,22.25,2022,25.916666666666668,0.25,0.0,0.17848082375764812,0.3333333333333333,0.0016722408026755853,0.1028428093645485,24.622222222222224,369.3333333333333,0.08583690987124463,0.0,0.29000000000000004,0.0018050541516245488,0.22,0.3035,0.22999999999999998,0.307,0.3155,0.022855446720094985
ג'לג'וליה,3,0.394849785,0.436507937,0.506329114,0.126865672,0.925373134,0.7701,0.014084507,0.090909091,0.716,0.72,0.052,0.056,0.231,0.224,0.239,0.232,0.164,0.168,0.075,0.08,25.88888889,2022,31.22222222222222,0.3888888888888889,0.0,0.2183373628417333,0.4,0.0012776831345826234,0.10732538330494037,22.810526315789474,433.4,0.07262569832402235,0.018289192312686664,0.157,0.015468909399630826,0.122,0.156,0.12266666666666666,0.1975,0.196,0.05184277500235649
ג'ת,4,0.852336449,0.443396226,0.47761194,0.047337278,0.846153846,0.8244,0.007352941,0.0,0.929,0.935,0.282,0.286,0.465,0.464,0.365,0.369,0.3,0.298,0.229,0.232,28.15789474,2022,30.157894736842106,0.15789473684210525,0.0,0.19794487812649356,0.16666666666666666,0.00040241448692152917,0.08531187122736418,28.709302325581394,411.5,0.3035522066738428,0.008919142406598739,0.297,0.0077579632762251926,0.292,0.3005,0.2956666666666667,0.3825,0.381,0.021747726374060895
גבעת שמואל,8,0.407094595,0.44534413,0.553072626,0.088948787,0.450134771,0.8413,0.00394011,0.004273504,0.957,0.962,0.427,0.453,0.153,0.148,0.755,0.788,0.269,0.285,0.476,0.509,30.55263158,2022,33.951219512195124,0.0,0.0,0.21143635601509012,0.3333333333333333,0.0004956220056170494,0.08161242359160746,28.98952879581152,615.2222222222222,0.44618599791013586,0.004683359087127065,0.6154999999999999,0.0044819196442116675,0.5526666666666666,0.6485000000000001,0.5833333333333334,0.21100000000000002,0.21649999999999997,0.02338414844450576
גבעתיים,9,0.207317073,0.522222222,0.641509434,0.09223301,0.496763754,0.9189,0.006458558,0.0,0.966,0.985,0.282,0.298,0.086,0.079,0.847,0.882,0.281,0.29,0.316,0.331,31.75609756,2022,24.89855072463768,0.014492753623188406,0.0,0.1411786806018068,0.35714285714285715,0.002177331559211322,0.08709326236845288,28.169934640522875,615.7142857142857,0.2919254658385093,0.0070285754706714545,0.5815,0.00854672505336427,0.4816666666666667,0.6065,0.5036666666666667,0.1835,0.1845,0.031813190362379694
גדרה,7,0.358271865,0.494522692,0.56846473,0.120567376,0.434397163,0.9311,0.004097161,0.0,0.912,0.967,0.23,0.251,0.257,0.275,0.587,0.633,0.28,0.305,0.243,0.265,30.0,2022,22.013333333333332,0.04,0.0,0.22493074792243767,0.4375,0.0007244277021153289,0.09258186033033904,26.136279926335174,443.5,0.25219298245614036,0.004400344753517345,0.415,0.0048017833224351745,0.35333333333333333,0.449,0.383,0.2685,0.29000000000000004,0.02328392391373497
גן יבנה,7,0.723140496,0.496221662,0.490797546,0.11815562,0.426512968,0.8997,0.006462036,0.0,0.894,0.915,0.178,0.193,0.164,0.157,0.671,0.713,0.24,0.254,0.287,0.308,28.1627907,2022,33.65909090909091,0.06818181818181818,0.0,0.22857843337555672,0.2,0.0003575259206292456,0.07096889524490525,27.06179775280899,481.7,0.19910514541387023,0.007182434144714905,0.479,0.006877232180195142,0.37866666666666665,0.5105,0.4046666666666667,0.202,0.20550000000000002,0.027508749084398144
גני תקווה,9,0.186483104,0.486956522,0.553191489,0.063241107,0.43083004,0.7956,0.004694836,0.0,0.925,0.927,0.22,0.229,0.106,0.102,0.803,0.82,0.366,0.376,0.268,0.278,29.03448276,2022,36.03703703703704,0.0,0.0,0.1955525445343323,0.18181818181818182,0.0014265335235378032,0.07030772366007744,29.732919254658384,435.1818181818182,0.23783783783783782,0.005901000502765209,0.5355000000000001,0.006157129712137038,0.4303333333333334,0.5489999999999999,0.4423333333333333,0.236,0.239,0.018438636555865685
דבוריה,3,0.674825175,0.608040201,0.65,0.027777778,0.516666667,0.9375,0.003639672,0.1,0.61,0.608,0.148,0.149,0.192,0.193,0.324,0.326,0.165,0.166,0.099,0.099,27.23809524,2022,29.0,0.14285714285714285,0.0,0.21199063231850118,0.25,0.0,0.08793636765355722,25.75294117647059,547.25,0.2426229508196721,0.0038823168,0.21150000000000002,0.003639672,0.19033333333333335,0.21250000000000002,0.19133333333333336,0.1785,0.1795,0.033699566060382234
דימונה,4,0.401857585,0.474892396,0.54789272,0.039473684,0.407894737,0.8734,0.006445942,0.01980198,0.876,0.899,0.092,0.097,0.292,0.295,0.438,0.456,0.246,0.258,0.135,0.142,23.70588235,2022,21.884057971014492,0.10144927536231885,0.0,0.17478970175885802,0.36,0.005979291235234068,0.10164795099897915,24.396491228070175,278.12,0.1050228310502283,0.007380286237691779,0.2865,0.012342677222206243,0.22166666666666665,0.299,0.23166666666666666,0.269,0.27649999999999997,0.07273765499238634
הוד השרון,9,0.233550489,0.510761589,0.600508906,0.146694215,0.529958678,0.9219,0.011974209,0.004282655,0.885,0.915,0.271,0.289,0.072,0.073,0.769,0.811,0.26,0.277,0.32,0.342,27.72477064,2022,25.478991596638654,0.025210084033613446,0.04201680672268908,0.19716177572523053,0.26666666666666666,0.0018614752191111455,0.093694252695261,27.431623931623932,427.93333333333334,0.30621468926553674,0.012988620240807028,0.5445,0.013843659070104377,0.4533333333333333,0.5765,0.48066666666666663,0.166,0.17500000000000002,0.02962782333038681
הרצליה,8,0.454097013,0.494252874,0.602,0.089117395,0.447300771,0.8876,0.011363636,0.001474926,0.911,0.92,0.264,0.277,0.13,0.127,0.724,0.75,0.234,0.244,0.326,0.343,26.1037037,2022,24.293333333333333,0.06,0.07333333333333333,0.14971928209848137,0.2777777777777778,0.0017212762033564886,0.09092026802729453,26.791282481139984,443.9166666666667,0.2897914379802415,0.012802654348805769,0.525,0.013115716595707403,0.438,0.5465,0.4566666666666667,0.182,0.1855,0.03997526723564516
זכרון יעקב,8,0.442719882,0.483992467,0.529411765,0.116580311,0.417098446,0.7851,0.019625335,0.0,0.832,0.863,0.263,0.303,0.097,0.071,0.689,0.757,0.207,0.223,0.343,0.4,24.52307692,2022,18.333333333333332,0.0,0.0,0.21259222415651166,0.5,0.006239032949892766,0.1035289530122831,22.762295081967213,308.55555555555554,0.3161057692307693,0.024997242389504522,0.516,0.02538694825171048,0.43166666666666664,0.5785,0.48666666666666664,0.152,0.147,0.025471112031476496
זמר,4,0.426614481,0.527607362,0.666666667,0.023668639,0.656804734,0.9548,0.002785515,0.026666667,0.941,0.94,0.249,0.247,0.29,0.295,0.367,0.367,0.302,0.301,0.178,0.181,29.33333333,2022,19.88888888888889,0.16666666666666666,0.0,0.20074636468922918,0.2,0.0038461538461538464,0.10448717948717949,25.83823529411765,351.4,0.2646121147715197,0.0029173806032677004,0.27249999999999996,0.006200426781445646,0.26466666666666666,0.274,0.265,0.296,0.298,0.029502480890438516
זרזיר,2,0.574108818,0.538071066,0.661538462,0.115384615,0.554945055,0.9785,0.001937984,0.078431373,0.549,0.552,0.033,0.033,0.137,0.138,0.236,0.238,0.121,0.122,0.044,0.044,23.17391304,2022,22.347826086956523,0.13043478260869565,0.0,0.24071207430340558,0.4,0.004593477262287551,0.09049150206706477,23.563218390804597,410.0,0.060109289617486336,0.0019805661727133367,0.13999999999999999,0.006816032780487805,0.10433333333333332,0.141,0.10499999999999998,0.129,0.13,0.050554582603619384
חדרה,6,0.415547521,0.434836319,0.47553816,0.110099338,0.385761589,0.8539,0.007103894,0.00128041,0.739,0.756,0.073,0.079,0.23,0.234,0.4,0.431,0.182,0.195,0.141,0.153,26.47297297,2022,23.78616352201258,0.10062893081761007,0.0,0.16428604879876363,0.34615384615384615,0.0018244013683010262,0.09230330672748005,24.78213058419244,346.71153846153845,0.09878213802435723,0.008319351212085725,0.2705,0.0088788121873648,0.20466666666666666,0.292,0.22099999999999997,0.20600000000000002,0.21450000000000002,0.04382721440979804
חולון,7,0.477409639,0.48189623,0.545560748,0.09556907,0.455690704,0.9123,0.006609792,0.0,0.816,0.863,0.119,0.128,0.192,0.205,0.508,0.543,0.191,0.206,0.206,0.222,26.79497908,2022,26.275,0.08214285714285714,0.05357142857142857,0.1694217017307493,0.38333333333333336,0.0014681143905795992,0.08193913442422389,26.290408525754884,493.3833333333333,0.14583333333333334,0.007245195659322591,0.357,0.008231249284734656,0.2776666666666667,0.3825,0.2976666666666667,0.1915,0.2055,0.04021075284026329
חורה,1,0.481169196,0.316507503,0.449197861,0.003514938,0.172231986,0.8921,0.025293351,0.056390977,0.768,0.768,0.077,0.075,0.301,0.3,0.249,0.249,0.239,0.239,0.077,0.075,25.53521127,2022,14.518518518518519,0.18518518518518517,0.0,0.267994712130191,0.5,0.010035720360605545,0.12468106820887906,23.83606557377049,519.2857142857143,0.10026041666666666,0.028352596121511038,0.163,0.03340889432874828,0.13433333333333333,0.162,0.133,0.27,0.26949999999999996,0.03601643703166546
חורפיש,4,0.707317073,0.391566265,0.462962963,0.072727273,0.718181818,0.9483,0.005934718,0.038961039,1.0,1.0,0.109,0.121,0.4,0.374,0.491,0.535,0.364,0.394,0.173,0.192,27.33333333,2022,27.833333333333332,0.25,0.0,0.20128128724672228,0.3333333333333333,0.003700962250185048,0.1228719467061436,24.196428571428573,451.6666666666667,0.109,0.0062582705894759045,0.33199999999999996,0.009624754900369004,0.25766666666666665,0.36350000000000005,0.2826666666666667,0.382,0.384,0.01566500979063112
חיפה,7,0.505472916,0.505824373,0.581174984,0.120822622,0.472686375,0.892,0.009892546,0.007338552,0.831,0.885,0.186,0.202,0.18,0.187,0.572,0.62,0.224,0.243,0.245,0.269,26.61590909,2022,20.156989247311827,0.07311827956989247,0.03655913978494624,0.14004129904261312,0.375,0.0017234775947912676,0.1068556108770586,24.600716450812897,348.734375,0.22382671480144406,0.011090298206278028,0.4085,0.0115055214917335,0.3343333333333333,0.4445,0.36366666666666664,0.202,0.215,0.05104958216502587
חצור הגלילית,4,0.631921824,0.410852713,0.355932203,0.074468085,0.212765957,0.7061,0.012081784,0.011695906,0.527,0.517,0.048,0.05,0.181,0.156,0.25,0.261,0.117,0.117,0.069,0.072,21.05714286,2022,15.827586206896552,0.27586206896551724,0.0,0.19227987705659014,0.45454545454545453,0.0023507287259050304,0.12129760225669958,21.54337899543379,214.45454545454547,0.09108159392789374,0.017110584902988245,0.1595,0.01420132617888936,0.12233333333333334,0.1665,0.12766666666666668,0.149,0.1365,0.04319697422116055
טבריה,4,0.698426966,0.410179641,0.482573727,0.134351145,0.444274809,0.8082,0.012802607,0.005649718,0.816,0.847,0.069,0.075,0.242,0.252,0.374,0.403,0.203,0.22,0.126,0.135,21.69369369,2022,16.418181818181818,0.13636363636363635,0.0,0.16415416893309503,0.40540540540540543,0.004615384615384616,0.11857988165680473,22.08664259927798,248.02702702702703,0.08455882352941178,0.015840889631279387,0.25,0.0170523618218372,0.18966666666666665,0.269,0.20433333333333334,0.2225,0.236,0.0633149034494141
טורעאן,3,0.479661017,0.518382353,0.65,0.020942408,0.565445026,0.9095,0.0,0.069444444,0.764,0.771,0.141,0.144,0.298,0.303,0.309,0.309,0.183,0.186,0.126,0.122,26.81818182,2022,34.5,0.0,0.0,0.22821069780070594,0.14285714285714285,0.000892325996430696,0.0809042236763831,25.521008403361346,433.85714285714283,0.18455497382198952,0.0,0.2175,0.0009878169245966415,0.19199999999999998,0.2155,0.19166666666666665,0.2405,0.2445,0.04564791680734688
טייבה,3,0.408576998,0.52849162,0.553903346,0.071688943,0.702308627,0.955,0.009439647,0.039525692,0.876,0.867,0.205,0.208,0.241,0.236,0.466,0.458,0.3,0.316,0.122,0.136,31.02409639,2022,30.27710843373494,0.10843373493975904,0.0,0.22308091959994805,0.25,0.0034934497816593887,0.08685104318292092,26.72987012987013,643.1875,0.23401826484018262,0.00988444712041885,0.29400000000000004,0.012937849312700419,0.26433333333333336,0.29700000000000004,0.26733333333333337,0.27049999999999996,0.276,0.05271621034332899
טירה,4,0.357684356,0.475935829,0.640625,0.011160714,0.377232143,0.9333,0.004391468,0.07253886,0.638,0.711,0.138,0.155,0.26,0.291,0.269,0.303,0.26,0.291,0.081,0.093,26.97959184,2022,21.784615384615385,0.12307692307692308,0.0,0.2001983252534156,0.4375,0.004219409282700422,0.10291689598238855,21.85542168674699,340.125,0.2163009404388715,0.004705312332583306,0.17500000000000002,0.008617855357589122,0.16266666666666668,0.198,0.18366666666666667,0.26,0.291,0.0565786634055104
טירת כרמל,5,0.374358974,0.471830986,0.550458716,0.084745763,0.259887006,0.8634,0.01878287,0.008196721,0.751,0.788,0.034,0.038,0.169,0.163,0.475,0.513,0.169,0.188,0.113,0.125,23.36,2022,33.84615384615385,0.11538461538461539,0.0,0.13688236769500878,0.3,0.0022904260192395786,0.09757214841960604,23.793548387096774,368.8,0.045272969374167776,0.021754540189946724,0.294,0.021494366746203905,0.20733333333333334,0.319,0.22533333333333336,0.169,0.1755,0.031266302646680344
טמרה,3,0.486473659,0.542696629,0.593495935,0.051437216,0.736762481,0.9479,0.005868139,0.015915119,0.7,0.7,0.138,0.14,0.244,0.248,0.29,0.289,0.171,0.175,0.138,0.142,22.76086957,2022,20.947916666666668,0.13541666666666666,0.0,0.2147802819232573,0.4090909090909091,0.005908040071923966,0.114307731826355,22.665730337078653,366.77272727272725,0.19714285714285718,0.006190673066779196,0.214,0.011568969338331887,0.18866666666666668,0.21549999999999997,0.19033333333333333,0.20750000000000002,0.2115,0.06158955182229168
יבנאל,3,0.6,0.290322581,0.0625,0.0,0.0,0.7937,0.017045455,0.0,0.269,0.35,0.0,0.0,0.038,0.05,0.0,0.0,0.038,0.05,0.0,0.0,16.7,2022,37.42857142857143,0.42857142857142855,0.0,0.2556167867740568,0.3333333333333333,0.006633499170812604,0.05140961857379768,22.82758620689655,165.5,0.0,0.021475941791608923,0.0,0.025101849763343405,0.0,0.0,0.0,0.038,0.05,0.0420519594892118
יבנה,7,0.462245568,0.435446009,0.490566038,0.088235294,0.316742081,0.8544,0.006282723,0.0,0.905,0.907,0.09,0.091,0.268,0.257,0.527,0.537,0.194,0.196,0.209,0.215,24.36923077,2022,29.333333333333332,0.18333333333333332,0.0,0.1891901255954959,0.21428571428571427,0.0016482007142203095,0.07801483380642799,26.395061728395063,381.7857142857143,0.09944751381215469,0.007353374297752808,0.368,0.007966539651075771,0.2753333333333333,0.376,0.28099999999999997,0.231,0.2265,0.03631384265187082
יפיע,3,0.677837838,0.549883991,0.557251908,0.073426573,0.384615385,0.8841,0.010889292,0.051643192,0.846,0.853,0.066,0.07,0.357,0.379,0.285,0.302,0.246,0.26,0.069,0.074,24.97222222,2022,24.121951219512194,0.07317073170731707,0.0,0.2236736010320916,0.3076923076923077,0.002883922134102379,0.10358086998317712,24.25,313.38461538461536,0.07801418439716312,0.01231681031557516,0.177,0.013834800100147275,0.13999999999999999,0.188,0.14866666666666667,0.3015,0.3195,0.019133170929760454
יקנעם עילית,7,0.713513514,0.517520216,0.64516129,0.108013937,0.43902439,0.9083,0.005455963,0.0,0.932,0.944,0.152,0.161,0.258,0.26,0.529,0.565,0.245,0.267,0.284,0.305,34.08,2022,36.65625,0.09375,0.09375,0.1927739863508631,0.1111111111111111,0.0010412328196584756,0.07725947521865889,26.024390243902438,474.22222222222223,0.1630901287553648,0.006006785203126721,0.4065,0.006627471903467666,0.32166666666666666,0.43499999999999994,0.3436666666666666,0.2515,0.2635,0.022179794450989155
ירוחם,4,0.773684211,0.477099237,0.616071429,0.035294118,0.323529412,0.7025,0.004448399,0.0,0.906,0.928,0.118,0.118,0.3,0.289,0.524,0.559,0.282,0.289,0.212,0.23,25.04545455,2022,22.166666666666668,0.125,0.0,0.21106540172949376,0.42857142857142855,0.005171042163882259,0.10421638822593476,24.444444444444443,345.7142857142857,0.13024282560706402,0.0063322405693950175,0.368,0.00982029982644628,0.2846666666666667,0.3945,0.30233333333333334,0.291,0.289,0.06007162041181737
ירושלים,3,0.224733492,0.350809561,0.370803819,0.054567413,0.288098375,0.9031,0.014527664,0.004444444,0.5079,0.542,0.0949,0.1112,0.1312,0.1342,0.3016,0.3414,0.1582,0.1824,0.1123,0.1323,26.92671082,2022,20.555652936021033,0.028045574057843997,0.012269938650306749,0.20121046397877798,0.4769433465085639,0.0011115514358344852,0.08148638591132719,24.361386138613863,291.75889328063244,0.1868478046859618,0.016086440039862693,0.20695,0.015566296617579986,0.1696,0.23685,0.19496666666666665,0.1447,0.1583,0.03516411652716533
ירכא,3,0.710450623,0.414498141,0.506410256,0.103773585,0.27672956,0.9974,0.005484461,0.0,0.934,0.944,0.176,0.195,0.195,0.213,0.387,0.425,0.255,0.279,0.245,0.272,27.5,2022,20.162790697674417,0.11627906976744186,0.0,0.2141691349815632,0.35714285714285715,0.0,0.15184871577758963,20.855670103092784,289.0,0.18843683083511775,0.005498757770202528,0.316,0.005484461,0.26933333333333337,0.34850000000000003,0.2973333333333334,0.225,0.246,0.035587589391294555
כאבול,3,0.352640545,0.515748031,0.734375,0.048913043,0.342391304,0.9064,0.006349206,0.052083333,0.679,0.68,0.158,0.155,0.19,0.193,0.293,0.293,0.217,0.215,0.109,0.11,27.95238095,2022,32.857142857142854,0.047619047619047616,0.14285714285714285,0.2295347706273302,0.3333333333333333,0.003884180790960452,0.08968926553672317,24.933333333333334,436.3333333333333,0.23269513991163474,0.007004860988526037,0.20099999999999998,0.010550886672268906,0.18666666666666665,0.20149999999999998,0.18599999999999997,0.20350000000000001,0.20400000000000001,0.03247197156138912
כסיפה,1,0.6,0.376044568,0.465116279,0.011741683,0.084148728,0.9333,0.031636035,0.042654028,0.685,0.688,0.021,0.022,0.381,0.381,0.196,0.2,0.14,0.141,0.047,0.048,24.79032258,2022,17.546875,0.203125,0.0,0.28293435524809635,0.3076923076923077,0.007387862796833773,0.126297273526825,24.79,572.0769230769231,0.030656934306569343,0.033896962391513984,0.1215,0.03728347348325938,0.08800000000000001,0.124,0.09000000000000001,0.2605,0.261,0.02892872030012505
כסרא-סמיע,3,0.418410042,0.57826087,0.661290323,0.084033613,0.294117647,0.9225,0.002814259,0.083333333,0.958,0.957,0.042,0.043,0.275,0.276,0.45,0.457,0.3,0.302,0.133,0.138,23.65,2022,22.90909090909091,0.13636363636363635,0.0,0.22783986112617988,0.3333333333333333,0.01380952380952381,0.10952380952380952,22.543478260869566,345.6666666666667,0.04384133611691023,0.003050687262872629,0.2915,0.01679690123722276,0.20833333333333334,0.2975,0.21266666666666667,0.2875,0.28900000000000003,0.009649788572048141
כפר ורדים,9,0.269767442,0.544041451,0.603773585,0.175,0.541666667,0.8065,0.007567568,0.0,0.811,0.931,0.209,0.259,0.162,0.172,0.628,0.741,0.264,0.31,0.264,0.319,26.57142857,2022,15.15,0.0,0.0,0.20146904512067157,0.5,0.0008680555555555555,0.1675347222222222,24.370967741935484,377.75,0.2577065351418002,0.009383221326720398,0.446,0.008229381368630046,0.367,0.53,0.43966666666666665,0.21300000000000002,0.241,0.015102481121898598
כפר יאסיף,4,0.54770318,0.530612245,0.661290323,0.010928962,0.519125683,0.8971,0.0,0.013888889,0.678,0.693,0.142,0.145,0.257,0.263,0.344,0.352,0.169,0.173,0.148,0.151,26.95238095,2022,22.714285714285715,0.14285714285714285,0.0,0.18243306716768437,0.2,0.0,0.10092687950566426,26.835164835164836,488.4,0.20943952802359878,0.0,0.246,0.0,0.21133333333333335,0.2515,0.216,0.21300000000000002,0.218,0.07302289782566866
כפר יונה,7,0.447906524,0.475113122,0.653061224,0.119298246,0.842105263,0.8481,0.006964597,0.0,0.93,0.947,0.181,0.19,0.255,0.268,0.534,0.553,0.245,0.257,0.305,0.317,32.79310345,2022,35.638888888888886,0.08333333333333333,0.0,0.20008122377149046,0.2,0.0010148849797023004,0.07476319350473613,27.498708010335918,532.1,0.19462365591397848,0.008211999764178753,0.4195,0.00809220459255779,0.34,0.43500000000000005,0.35333333333333333,0.25,0.2625,0.027028862478777588
כפר כנא,2,0.687197232,0.495361781,0.50625,0.050772627,0.200883002,0.9162,0.00238379,0.026086957,0.781,0.794,0.158,0.159,0.329,0.336,0.253,0.257,0.206,0.21,0.13,0.131,26.96551724,2022,23.96551724137931,0.1206896551724138,0.0,0.22017244836575095,0.35714285714285715,0.000546448087431694,0.09817850637522768,25.093333333333334,403.2857142857143,0.2023047375160051,0.0026018227461253,0.1915,0.0029151396280552603,0.18033333333333335,0.194,0.18233333333333335,0.2675,0.273,0.04500580720092915
